Sample,EMPO3,Genome,PRK00290
2229.W2.N3.4.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_002994635.1,1.011216001495467
1883.2008.098.Crump.Artic.LTREB.main.lane2.NoIndex,Surface (non-saline),GCF_012927405.1,1.0003406267806365
2382.SH008.C6.HA.4.343.root.9.11.lane1.NoIndex.L001.sequences,Plant rhizosphere,GCF_009394435.1,1.161283414318102
1064.G.CJV173,Animal corpus,GCF_016100925.1,1.0516495836002562
1622.UPMain.80.81,Sediment (non-saline),GCF_015476545.1,0.6726660273947974
550.L6S3.s.6.sequence,Animal secretion,GCF_017565785.1,0.7360894816051637
1774.L524.Skin.Puer,Animal surface,GCF_902386495.1,1.0110811084370408
925.SJ3x,Surface (non-saline),GCF_002760475.1,1.4039040197515622
1036.P.Ac.14.1.s.4.1.sequences,Soil (non-saline),GCF_002094575.1,1.0861346001580754
1064.G.CV06,Animal corpus,GCF_910664865.1,0.0052031218731238
1696.CT0006.3,Animal distal gut,GCF_013374035.1,1.2197655483863936
723.AcidMid3.L3.Catlin2.16Spool.110602.HWI.EAS137R.0375.s.5.1.sequence,Water (saline),GCF_900143245.1,0.870570921215252
1197.SE.20101017.GY.D034S.BC.296,Sediment (saline),GCF_011813015.1,1.1579820638789218
925.SA1z,Surface (non-saline),GCF_018304805.1,1.5347578556947032
905.SA.Station.4.tF,Sediment (saline),GCF_900143245.1,1.0075910661641847
1747.rinca.38.101112,Animal surface,GCF_905397375.1,0.7245074938181562
1622.UPMain.121.122A,Sediment (non-saline),GCF_015476545.1,0.7246475964786211
1521.Flea10.s.7.1.sequences,Animal secretion,GCF_910575295.1,1.0
2192.H02a.Bathroom.Door.Knob.870.lane2.NoIndex.L002,Surface (non-saline),GCF_002094495.1,1.025911005337422
2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002,Surface (non-saline),GCF_001060545.1,0.992597237475571
1715.McG.NQ3,Soil (non-saline),GCF_002094495.1,1.4756298638385
2229.W2.T22.ES1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_017498565.1,0.9680006112137648
662.M15,Animal corpus,GCF_904846715.1,1.091796752465309
2229.S1.T12.EH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0332603067118102
550.L5S126.s.5.sequence,Animal secretion,GCF_000162475.2,0.980552910718932
2229.S1.N21.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_002215215.1,1.009352812670672
1064.G.CV317,Animal corpus,GCF_016100925.1,1.0112033610083024
1665.IFAW11.152Dd,Animal surface,GCF_900156625.1,1.0046076169057054
1622.UPMain.57.58,Sediment (non-saline),GCF_015476545.1,1.1515114865611178
1064.H.CV263,Animal corpus,GCF_016100925.1,1.0271631424572472
1642.MS00389,Plant rhizosphere,GCF_009394435.1,0.819462728595453
678.seasonal.insitu.sample.506,Sediment (saline),GCF_900116175.1,1.1317426859050173
1773.Columb.passer8.gizz,Animal proximal gut,GCF_902377585.1,0.941472754887766
2338.0701.13.I,Animal distal gut,GCF_902386495.1,0.8768743310691237
1747.DZF.6272012.KK.concrete.wall,Plant corpus,GCF_009755815.1,1.0025666108573557
1774.63.Skin.Puer,Animal surface,GCF_000162475.2,0.9557897139219546
2192.H04a.Kitchen.Counter.2041.lane2.NoIndex.L002,Surface (non-saline),GCF_900455935.1,0.753059976174633
1774.40Oral23.10.09,Animal secretion,GCF_000162475.2,0.8844604900963249
1665.RWB2011OCT31.03,Animal surface,GCF_910576055.1,0.8507294151929624
2229.W2.T12.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.1637289554714223
722.NP3.6.s.7.1.sequence,Water (saline),GCF_900163565.1,1.0075244240845649
940.CR.17.Ventral,Animal surface,GCF_902386495.1,0.9965958076921024
1521.332.2.s.7.1.sequences,Water (non-saline),GCF_000953135.1,0.96038074967113
1235.sp1294,Water (saline),GCF_000257665.1,0.9774195132991184
1883.2011.534.Crump.Artic.LTREB.main.lane4.NoIndex,Water (saline),GCF_900102855.1,1.1568069978177915
905.Alsback.0to0.25cm,Sediment (saline),GCF_000350145.1,1.0002948774621545
861.X83.dec08,Water (saline),GCF_016464365.1,1.0114828326868497
2182.VHPBC0018,Animal distal gut,GCF_902143525.1,1.0452081076229571
1031.CHRA2,Soil (non-saline),GCF_014773245.1,1.0753667754935947
1883.2009.12.Crump.Artic.LTREB.main.lane3.NoIndex,Soil (non-saline),GCF_001557375.1,0.9263597635193612
940.CR.28.Dorsal,Animal surface,GCF_902386495.1,0.9992389282176424
1288.CBH29Oct07.McMahon.Pool.1.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.1.1.sequence,Water (non-saline),GCF_016522075.1,1.0203316761710928
1056.Myr.tri.Seat.27.04K10,Animal distal gut,GCF_900447295.1,1.5403262525429706
2192.H05b.Bathroom.Door.Knob.2478.lane5.NoIndex.L005,Surface (non-saline),GCF_001945525.1,0.8680820542904205
1197.SE.20100926.GY.NF.011.BC.057,Sediment (saline),GCF_011813015.1,1.118252128464969
1197.SE.20100928.GY.NF.009.BC.097.a,Sediment (saline),GCF_011813015.1,1.081746888449175
945.P5.F12.lane2.NoIndex.L002,Water (non-saline),GCF_002259525.1,1.2653847260034432
2229.S2.T11.PH2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_002835995.1,1.2781598052035894
1521.Sample22.s.7.1.sequences,Animal secretion,GCF_016100925.1,1.0019049528774813
1521.Iso4.3.s.7.1.sequences,Animal secretion,GCF_900447295.1,1.0257484855981256
1622.UPMain.12.13B,Sediment (non-saline),GCF_004127685.1,1.4170303283962566
1235.sp1597,Water (saline),GCF_000257665.1,1.0004333011595294
1622.UPSub.30.31,Sediment (non-saline),GCF_002978655.1,1.1348455230708283
2382.HE003.C181.HA.3.765.gp.9.12.lane8.NoIndex.L008.sequences,Plant corpus,GCF_903970945.1,1.9465546780326768
1579.M.4.15,Soil (non-saline),GCF_009394435.1,1.058508676230542
846.Fagna24102011Soil4A4,Soil (non-saline),GCF_009394435.1,1.1872765704373116
940.RD.48.Ventral,Animal surface,GCF_014490725.1,1.0334769836529702
550.L6S214.s.6.sequence,Animal secretion,GCF_000162475.2,0.8415481047511875
894.OS471.lane3.NoIndex.L003,Animal distal gut,GCF_900100375.1,1.0169889451051206
1673.MBS0613.4,Sediment (saline),GCF_910575295.1,0.9963869845641208
2382.SH004.C1.RH.5.621.bulk.9.12.lane7.NoIndex.L007.sequences,Soil (non-saline),GCF_009394435.1,1.2130149821532727
1242.ME02Jul01EB2R1,Water (non-saline),GCF_004127515.1,1.362562313596338
776.SN.2.C.T1A,Soil (non-saline),GCF_900143245.1,0.9979307287831042
1235.sp1548,Water (saline),GCF_017795885.1,1.105885857923354
945.P13.B2.lane5.NoIndex.L005,Water (non-saline),GCF_014490725.1,1.036046030029777
940.CR.35.Dorsal,Animal surface,GCF_902386495.1,0.9968008141570878
1883.2011.362.Crump.Artic.LTREB.main.lane4.NoIndex,Surface (non-saline),GCF_003012815.1,0.99703682989661
550.L5S168.s.5.sequence,Animal secretion,GCF_017565785.1,0.9364071229607795
804.LS11.127,Surface (saline),GCF_015999335.1,0.1316281666378135
1235.sp0769,Water (saline),GCF_000257665.1,0.9995552945766976
940.P.03.Fecal,Animal distal gut,GCF_015767245.1,1.084448507671921
2192.H03a.Kitchen.Counter.1273.lane5.NoIndex.L005,Surface (non-saline),GCF_009394435.1,0.9727369810014505
925.SF4z,Surface (non-saline),GCF_007556675.1,1.0040271834885477
925.IN4y,Surface (non-saline),GCF_007556675.1,1.2474296430114271
905.PLO6.t2.OSCANOX.0to1cm.2,Sediment (saline),GCF_011813015.1,1.0064652961422391
1748.4.24.12.FR.1.V,Animal surface,GCF_004127715.1,0.6667942431483712
1240.2112BCDNA,Water (saline),GCF_002250215.1,0.930117821327332
2192.H06b.Nose.3348.lane6.NoIndex.L006,Animal secretion,GCF_900447295.1,0.8367825005126655
2192.H06b.Nose.3063.lane6.NoIndex.L006,Animal secretion,GCF_900096985.1,1.0006008211222004
1696.VH0002B,Animal distal gut,GCF_902143525.1,1.055531464266979
1521.330.5.s.7.1.sequences,Water (non-saline),GCF_902386495.1,0.9927417592561574
1774.L522.Oral.Puer,Animal secretion,GCF_000162475.2,0.9041318402269852
2229.W1.N3.4.HP2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_902204195.1,1.4700083743993853
945.P1.E12.lane2.NoIndex.L002,Water (non-saline),GCF_002259525.1,1.1023817832485776
933.N.1.2.S.E.2,Plant surface,GCF_014332515.1,1.023231211537416
1736.B3.0611,Animal distal gut,GCF_900290205.1,1.049358298933973
1240.1503B,Water (saline),GCF_017963645.1,1.011719869481493
1883.2010.313B.Crump.Artic.LTREB.main.lane3.NoIndex,Sediment (non-saline),GCF_012927405.1,1.137951847783181
1642.MS00356,Plant rhizosphere,GCF_009394435.1,0.6781079210542003
1521.21.W.s.6.1.sequences,Water (non-saline),GCF_014876705.1,1.172263751387138
1235.sp1155,Water (saline),GCF_900143245.1,1.0276626231789203
2192.H01a.Nose.90.lane6.NoIndex.L006,Animal secretion,GCF_000695095.2,0.9707094936782844
925.II4z,Surface (non-saline),GCF_018304805.1,1.727502472255796
925.SA4y,Surface (non-saline),GCF_007556675.1,1.2567260077930085
1774.117.Oral.Puer,Animal secretion,GCF_000162475.2,0.97681173649389
807.S.S.12.b,Sediment (non-saline),GCF_009394435.1,1.223731492874919
2080.S57D3700,Water (saline),GCF_018128505.1,0.9098814197761348
2382.SH007.C6.RH.4.716.bulk.9.12.lane7.NoIndex.L007.sequences,Soil (non-saline),GCF_009394435.1,1.142737498675597
1521.48.W.s.6.1.sequences,Water (non-saline),GCF_012927405.1,1.0414917408636677
958.N.17,Animal secretion,GCF_910575295.1,0.6930021716088893
755.EFB.28.06.11.lane1.NoIndex.L001,Water (non-saline),GCF_017795885.1,0.9747822549256164
1579.H.2.15,Soil (non-saline),GCF_003959395.1,1.0824646187897276
2229.W1.N21.EH2.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_017368475.1,0.9996484058198992
1039.L.Jacarepia.HB,Water (non-saline),GCF_009394435.1,1.7340539755496376
804.073105.bio1slurpA1.2109.1.1,Surface (saline),GCF_900143245.1,1.0250676496932145
1715.McG.NH1,Soil (non-saline),GCF_002094495.1,1.5568784306909018
1235.sp0743,Water (saline),GCF_900143245.1,1.013758421874252
678.OA.mesocosm.463,Sediment (saline),GCF_900116175.1,1.1019277608792324
940.RD.01.Gill,Animal surface,GCF_003075525.1,1.034691842810184
933.N.2.3.H.P.2,Plant surface,GCF_014789785.1,1.0777310523390888
2192.H01a.Kitchen.Counter.25.lane1.NoIndex.L001,Surface (non-saline),GCF_900455935.1,0.991593038394921
1748.6.15.12.I.22.D,Animal surface,GCF_014876705.1,0.9143505303703472
1622.UPSub.83.84,Sediment (non-saline),GCF_002977865.1,0.3260950791156637
2229.W1.T1.5.HP5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0684490727198268
2229.W2.N3.5.HP1.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0113111711834235
2192.H02a.Kitchen.Light.Switch.891.lane2.NoIndex.L002,Surface (non-saline),GCF_900455935.1,0.9385407196225926
1197.SE.20101019.GY.LBNL10.BC.501,Sediment (saline),GCF_011813015.1,1.2678501055391107
2229.S1.N22.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_002978545.1,1.0018015351564409
678.T.RFLP.Sample.629,Sediment (saline),GCF_003258705.1,1.062375599295752
1632.E5D02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,Animal surface,GCF_000828075.3,0.9991948679323688
910.AcrTA4,Animal corpus,GCF_910575295.1,0.6283741252690025
776.SN.BE.T3C,Soil (non-saline),GCF_013387485.1,1.0209146202286103
1197.SE.20101008.GY.LBNL11.BC.186.a,Sediment (saline),GCF_011813015.1,1.070075109224512
1036.A.C.2.1.s.4.1.sequences.r,Soil (non-saline),GCF_002094645.1,1.1833900446097363
933.T.1.1.S.E.3,Plant surface,GCF_900455935.1,1.0047731876940853
1622.UPMain.31.32B,Sediment (non-saline),GCF_004127685.1,1.2470008141687017
2192.H01a.Nose.15.lane6.NoIndex.L006,Animal secretion,GCF_015352455.1,0.9973346694248006
550.L6S10.s.6.sequence,Animal secretion,GCF_017565785.1,0.7584238170289475
2382.HE003.C181.HA.3.363.root.9.11.lane1.NoIndex.L001.sequences,Plant rhizosphere,GCF_009394435.1,1.2377388338319375
2382.SH004.C1.RH.5.423.root.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_015352455.1,1.1608831531172454
2192.H02a.Kitchen.Light.Switch.843.lane2.NoIndex.L002,Surface (non-saline),GCF_910664865.1,0.9787285319262286
1242.ME26Feb10EB1R2,Water (non-saline),GCF_900143245.1,0.9008044842424492
1521.331.8.s.7.1.sequences,Water (non-saline),GCF_009905605.1,1.0096940508287515
1642.MS00599,Plant rhizosphere,GCF_009394435.1,1.0895619391820917
1235.sp1261,Water (saline),GCF_000257665.1,1.0048534378750829
1642.MS00062,Soil (non-saline),GCF_009394435.1,1.3541106376339838
1773.Thraupis.gauco2.lgi,Animal distal gut,GCF_014651675.1,1.0511002787551915
2229.S1.T1.4.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.2431042543244508
638.RMK.ENR.31.2,Water (non-saline),GCF_018334155.1,0.9997971190910936
2229.W2.N13.EH3*.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_900156625.1,1.0408210615996225
2192.H05b.Bathroom.Door.Knob.2910.lane1.NoIndex.L001,Surface (non-saline),GCF_905397375.1,0.9854541559127256
1521.Aphid10.s.7.1.sequences,Animal secretion,GCF_910591645.1,1.0
1288.TBH29July08.McMahon.Pool.2.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.2.1.sequence,Water (non-saline),GCF_004766215.1,1.0315063255532213
910.AcrAB,Animal corpus,GCF_905397375.1,1.006002000666889
1056.Chae.vel.Cinci.1,Animal distal gut,GCF_910664865.1,1.1150556962772662
1774.457.Vagi.Puer,Animal secretion,GCF_910664865.1,0.9948529666874166
1883.2009.088.Crump.Artic.LTREB.main.lane3.NoIndex,Water (non-saline),GCF_002094575.1,0.960422204809304
1453.46834SDZ4.C7.Pnem.stom,Animal proximal gut,GCF_910664865.1,0.9724097973383355
1696.VH0008A,Animal distal gut,GCF_902143525.1,0.9952688471007632
1521.Cle.3.s.8.1.sequences,Aerosol (non-saline),GCF_910576055.1,1.0460956933959549
933.W.1.1.H.E.5,Plant surface,GCF_003850145.1,1.1210909539652434
1642.MS00510,Plant rhizosphere,GCF_009394435.1,0.666089529835957
940.P.17.Fecal,Animal distal gut,GCF_003933235.1,1.0004020942012104
1240.0103BCDNA,Water (saline),GCF_900143245.1,0.9703533413946756
1748.5.18.12.R.13.D,Animal surface,GCF_910664865.1,0.6603100855432485
1453.45187SDZ5.A5.Tfran.cecum,Animal proximal gut,GCF_910664865.1,0.4397846853176015
1883.2010.331B.Crump.Artic.LTREB.main.lane3.NoIndex,Surface (non-saline),GCF_012927405.1,1.014003343565666
1580.A23.number2.filt.D1,Hypersaline (saline),GCF_900106715.1,1.4946052631578943
2229.S2.N3.6.HP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651375.1,1.1406671812554676
1747.hi.five.23569.oral,Animal secretion,GCF_009394435.1,0.6094695846334669
1642.MS00379,Plant rhizosphere,GCF_009394435.1,1.3197470583249755
1064.H.CV293,Animal corpus,GCF_016100925.1,0.9349797836302044
1240.0912BCDNA,Water (saline),GCF_003576315.1,1.116420607770633
910.AcrTA1,Animal corpus,GCF_905397375.1,1.0519600115012142
1240.0911T,Water (saline),GCF_002250215.1,0.972296217011236
1773.Platy.flav1.gizz,Animal proximal gut,GCF_012396465.1,0.0865068420494324
925.IF5z,Surface (non-saline),GCF_018304805.1,1.003608061440132
2300.BB.04.lavage20,Animal distal gut,GCF_910664865.1,0.2927902051734929
945.P8.D1.lane2.NoIndex.L002,Water (non-saline),GCF_009394435.1,1.1743812943694218
1632.E2E01.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,Animal surface,GCF_902386495.1,0.9604428347589324
910.CuracaoTurf3C,Plant corpus,GCF_905397375.1,1.309904014404975
2229.S2.T1.4.FP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.0039823942330957
678.OA.mesocosm.365,Sediment (saline),GCF_900116175.1,1.003154537060939
1453.45661SDZ2.G1.Pnem.stom,Animal proximal gut,GCF_910664865.1,0.9239832479829018
1774.34BI23.10.09,Animal surface,GCF_014876705.1,0.9953554994896622
925.SI5z,Surface (non-saline),GCF_910664865.1,0.9996127033307514
925.IA5y,Surface (non-saline),GCF_003959395.1,1.011275167785235
2080.S39D2585,Water (saline),GCF_018128505.1,0.981356362010722
1521.Ce6.s.7.1.sequences,Animal secretion,GCF_016899585.1,1.008357047483174
958.N.12,Animal secretion,GCF_910575295.1,0.7554776372629121
1453.45661SDZ2.H2.Pnem.stom,Animal proximal gut,GCF_910664865.1,0.8621310985018034
2192.H06b.Nose.3111.lane6.NoIndex.L006,Animal secretion,GCF_900447295.1,1.056510233057925
1521.1.W.s.6.1.sequences,Water (non-saline),GCF_014876705.1,0.9833704002734048
963.Iguana.23.052210.BCO.vial.88,Animal distal gut,GCF_900447295.1,1.0382929227131863
1622.UPSub.141.142,Sediment (non-saline),GCF_017908035.1,0.7932319931268832
1883.2002.176.Crump.Artic.LTREB.main.lane1.NoIndex,Water (non-saline),GCF_002259525.1,1.0133679483124611
2382.SH005.C3.RH.4.468.root.4.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0609646179676382
933.N.3.1.S.E.3,Plant surface,GCF_014651675.1,1.06820867077405
755.EF.BETA.09.06.11.lane1.NoIndex.L001,Water (non-saline),GCF_902386495.1,0.9794041252119424
1481.PO1.1.T0,Animal distal gut,GCF_902388185.1,0.9450798152203876
1521.50.W.s.6.1.sequences,Water (non-saline),GCF_001557375.1,1.0301856739419883
2229.S1.N3.5.HP4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0064340863597367
940.RD.25.Ventral,Animal surface,GCF_014490725.1,1.0380773056229442
1453.54323SDZ1.B8.Cguer.mesy,Animal proximal gut,GCF_003999875.1,0.9352883752831416
1747.v.indicus.58.skin,Animal surface,GCF_016025255.1,1.00418680237721
2382.DPOO1.C1.HA.1.23.r1.root.6.11.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0927471686615042
2229.W1.N3.5.SP3.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0100282108007543
2382.HE003.C181.HA.4.768.root.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0396735742003411
933.N.3.3.H.E.1,Plant surface,GCF_014651675.1,1.2018948056190786
1642.MS00240,Soil (non-saline),GCF_009394435.1,1.4367361975438662
829.Pd,Soil (non-saline),GCF_002094495.1,1.3563502438774608
678.T.RFLP.Sample.715,Sediment (saline),GCF_900116175.1,1.032477353113957
638.ELB15.111810.2,Water (non-saline),GCF_900143245.1,1.1986646046464713
2192.H07b.Nose.4161.lane1.NoIndex.L001,Animal secretion,GCF_910575295.1,0.98740528830398
1774.238.Oral.Puer,Animal secretion,GCF_012396465.1,0.9994581790413494
550.L4S204.s.4.sequence,Animal surface,GCF_900455935.1,0.9634477978442
1288.TBE09Oct05.McMahon.Pool.4.and.1percentPhiX.110310.HWUSI.EAS552R.0357.s.4.1.sequence,Water (non-saline),GCF_016522075.1,1.030789217060561
2229.S2.T21.PS2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_900156625.1,1.001624691179732
1001.SKD8,Plant rhizosphere,GCF_900100475.1,1.0391607671735006
1747.200080.92812.fecal,Animal distal gut,GCF_902388185.1,0.7939770521658878
1235.sp0384,Water (saline),GCF_000257665.1,0.9974022212206756
808.AK.19.18a.s.4.1.sequences,Soil (non-saline),GCF_016522075.1,1.0331634899245308
1642.MS00543,Plant rhizosphere,GCF_009394435.1,0.9575056451046126
1774.62BI24.10.09,Animal surface,GCF_009394435.1,1.0344070071703215
1773.Columb.passer7.lgi,Animal distal gut,GCF_900112525.1,0.9664786356409402
2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002,Surface (non-saline),GCF_900455935.1,0.9907884432868764
1622.UPSub.98.99,Sediment (non-saline),GCF_002310495.1,0.7556918894732776
958.O.14,Animal secretion,GCF_900699785.1,0.8594223481165644
1748.4.24.12.FR.14.V,Animal surface,GCF_902386495.1,0.614518760847185
804.LS11.31,Surface (saline),GCF_014697375.1,0.7069420279139548
933.T.1.3.H.E.4,Plant surface,GCF_014651675.1,1.0287621982537236
755.EFA.20.09.11.lane1.NoIndex.L001,Water (non-saline),GCF_017795885.1,1.196615996906594
678.seasonal.insitu.sample.529,Sediment (saline),GCF_011813015.1,1.107979788022984
2229.W1.N2.6.HE4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0422599121948857
1064.G.CV338,Animal corpus,GCF_910664865.1,0.9911581440625882
963.Iguana.78.051611.LAB.vial.661,Animal distal gut,GCF_902386495.1,0.8895193891910681
550.L6S120.s.6.sequence,Animal secretion,GCF_017565785.1,0.6900392514843063
1622.UPMain.54.55,Sediment (non-saline),GCF_004127685.1,1.2313015228439157
1642.MS00401,Plant rhizosphere,GCF_002094475.1,1.1648280983256591
1222.B3.5.9.06,Water (saline),GCF_000257665.1,0.9999119513173153
2192.H07a.Kitchen.Light.Switch.3675.lane2.NoIndex.L002,Surface (non-saline),GCF_900455935.1,0.981624783381022
1665.CCS2011.007,Animal surface,GCF_900142565.1,1.0001247220436804
933.T.2.2.H.E.3,Plant surface,GCF_900239455.1,1.002268252343073
1721.S12M,Soil (non-saline),GCF_002978655.1,1.2221758195660288
2382.SH008.C6.HA.2.731.bulk.9.12.lane7.NoIndex.L007.sequences,Soil (non-saline),GCF_015352455.1,1.181522876537512
1632.E5B02.Knight16sV4.JuannaBirdEMP.NoIndex.L005.R1.001.sequences,Animal surface,GCF_902386495.1,0.9822473490512572
1056.Das.nov.Flor.2,Animal distal gut,GCF_902388185.1,0.9601726365867438
1521.Aphid47.s.7.1.sequences,Animal secretion,GCF_014490725.1,0.999674758779428
1713.McG.L2N210,Soil (non-saline),GCF_004339725.1,1.0208978174232188
2229.S2.N23.EH4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.01743205513691
1692.Biofilm.B.E1.1.C.2012,Soil (non-saline),GCF_002978245.1,1.028762807350517
2382.RU006.C181.RH.3.787.rhizo.9.12.lane7.NoIndex.L007.sequences,Plant rhizosphere,GCF_009394435.1,1.0545677354645246
1774.56.Oral.Puer,Animal secretion,GCF_000162475.2,0.992785820652079
2229.S1.N3.5.HP3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.09721352536005
1622.UPSub.49.50,Sediment (non-saline),GCF_015476545.1,0.7957728149971002
1748.6.15.12.I.10.D,Animal surface,GCF_900447295.1,0.898963151965157
1064.G.CJV174,Animal corpus,GCF_016100925.1,1.1352056430169672
1883.2002.106.Crump.Artic.LTREB.main.lane1.NoIndex,Water (non-saline),GCF_014644295.1,1.0443777743083034
1747.RGZ.7172012.H.fecal,Animal distal gut,GCF_910664865.1,0.9341905781523642
1064.G.CV01,Animal corpus,GCF_016100875.1,1.0082787501798958
1621.O8876,Animal distal gut,GCF_004127715.1,0.9880271410169388
2192.H06b.Kitchen.Light.Switch.3147.lane5.NoIndex.L005,Surface (non-saline),GCF_001945525.1,1.007676410561542
1453.44568SDZ5.E4.Pnem.stom,Animal proximal gut,GCF_016899585.1,0.8206343273627255
2192.H01a.Kitchen.Counter.217.lane2.NoIndex.L002,Surface (non-saline),GCF_015352455.1,0.9378645467504484
1481.PO4.4.T8,Animal distal gut,GCF_018408705.1,0.7237778907011286
2229.S2.N3.6.HP5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_900312735.1,1.2524216524216525
2229.S1.T1.6.HP1.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.031390134529148
940.CR.37.Fecal,Animal distal gut,GCF_008368695.1,1.013992503146925
1521.Det.1.s.8.1.sequences,Aerosol (non-saline),GCF_910664865.1,0.9790491955925714
2229.S1.T21.ES4.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.012319368819233
2192.H01a.Kitchen.Light.Switch.219.lane2.NoIndex.L002,Surface (non-saline),GCF_002094495.1,1.005922924686713
2229.S2.T1.4.FP2.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_003013815.1,1.0169641304034387
1222.B2.5.10.06,Water (saline),GCF_000257665.1,0.9765583844059136
2192.H06b.Nose.3375.lane6.NoIndex.L006,Animal secretion,GCF_904820335.1,0.9420385157674898
2229.W2.N23.EH5.Thomas.CMB.Seaweed.lane5.NoIndex.L005,Plant surface,GCF_014651675.1,1.0481838586673953
1773.Columb.passer7.ugi,Animal proximal gut,GCF_014651675.1,0.798969891157275
722.F11Fcsw.5.s.6.1.sequence,Animal distal gut,GCF_018913925.1,0.8509284336847824
662.M12,Surface (saline),GCF_900380485.1,1.0141823234234937
1030.TVF.2010.Loc5.D0.Rep3,Soil (non-saline),GCF_007093895.1,1.2261841124054456
905.PLO6.t3.OX.0to1cm.2,Sediment (saline),GCF_011813015.1,0.9868768229164356
894.YY1840.lane2.NoIndex.L002,Animal distal gut,GCF_012935325.2,1.0195946799728892
1883.2011.292.Crump.Artic.LTREB.main.lane4.NoIndex,Surface (non-saline),GCF_012927405.1,0.9775372155638656
1622.PP.101.102A,Sediment (non-saline),GCF_002978105.1,1.2564144884503925
1041.S114.300,Water (non-saline),GCF_002259525.1,1.0070510452794477
550.L5S212.s.5.sequence,Animal secretion,GCF_017565785.1,0.9699261139508322
1665.RWB2011OCT20.WW.02,Animal surface,GCF_017696315.1,0.9979669402568518
905.PLO6.t2.OX.0to1cm.3,Sediment (saline),GCF_011813015.1,0.9975913101526932
1642.MS00538,Plant rhizosphere,GCF_009394435.1,1.1633054713812814
2229.S1.N23.PH5.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.041717741134572
776.SC.BE.T1A,Soil (non-saline),GCF_900143245.1,1.0169811833108269
1197.SE.20101009.GY.ALTFF002.BC.225.a,Sediment (saline),GCF_011813015.1,1.10160852380943
1694.St1C1.Pmoss.Jstar.16s.NoIndex.sequences,Animal surface,GCF_004127855.1,0.9073096114017604
925.SH1x,Surface (non-saline),GCF_018304805.1,1.4114787305874408
1521.230.9.s.7.1.sequences,Water (non-saline),GCF_002094495.1,1.070228689923712
1696.X.C.12,Animal distal gut,GCF_902388185.1,0.9793393678195428
925.SD3y,Surface (non-saline),GCF_018304805.1,1.3392776408211118
925.IL3z,Surface (non-saline),GCF_018304805.1,1.583898131449704
2229.W1.N2.6.HE3.Thomas.CMB.Seaweed.lane6.NoIndex.L006,Plant surface,GCF_014651675.1,1.0325683536006105
1642.MS00626,Plant rhizosphere,GCF_009394435.1,1.107937788176581
678.seasonal.insitu.sample.552,Sediment (saline),GCF_011813015.1,1.2056776073338336
